MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA25584,KP227041,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Acacia,seyal,anthropogenic,Anthropogenic ecosystem,anthropogenic (pot experiment),tropical,Afrotropic,,,,,,,Africa,Senegal,Fatick,Ourour,14deg30.00'N 16deg4.00'W,,NS31,AM1,18S rDNA,Sanger,,Soil Biology and Biochemistry,2015,Cultivation of Jatropha curcas L. leads to pronounced mycorrhizal community differences,"Dieng, A.; Duponnois, R.; Ndoye, I.; Baudoin, E."
MOA25588,KP227097,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Vigna ,unguiculata,anthropogenic,Anthropogenic ecosystem,anthropogenic (pot experiment),tropical,Afrotropic,,,,,,,Africa,Senegal,Fatick,Ourour,14deg30.00'N 16deg4.00'W,,NS31,AM1,18S rDNA,Sanger,,Soil Biology and Biochemistry,2015,Cultivation of Jatropha curcas L. leads to pronounced mycorrhizal community differences,"Dieng, A.; Duponnois, R.; Ndoye, I.; Baudoin, E."
MOA25590,KP227175,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Vigna ,unguiculata,anthropogenic,Anthropogenic ecosystem,anthropogenic (pot experiment),tropical,Afrotropic,,,,,,,Africa,Senegal,Fatick,Ourour,14deg30.00'N 16deg4.00'W,,NS31,AM1,18S rDNA,Sanger,,Soil Biology and Biochemistry,2015,Cultivation of Jatropha curcas L. leads to pronounced mycorrhizal community differences,"Dieng, A.; Duponnois, R.; Ndoye, I.; Baudoin, E."
MOA25597,KP227367,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Pennisetum,glaucum,anthropogenic,Anthropogenic ecosystem,anthropogenic (pot experiment),tropical,Afrotropic,,,,,,,Africa,Senegal,Fatick,Ourour,14deg30.00'N 16deg4.00'W,,NS31,AM1,18S rDNA,Sanger,,Soil Biology and Biochemistry,2015,Cultivation of Jatropha curcas L. leads to pronounced mycorrhizal community differences,"Dieng, A.; Duponnois, R.; Ndoye, I.; Baudoin, E."
MOA25598,KP227393,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Pennisetum,glaucum,anthropogenic,Anthropogenic ecosystem,anthropogenic (pot experiment),tropical,Afrotropic,,,,,,,Africa,Senegal,Fatick,Ourour,14deg30.00'N 16deg4.00'W,,NS31,AM1,18S rDNA,Sanger,,Soil Biology and Biochemistry,2015,Cultivation of Jatropha curcas L. leads to pronounced mycorrhizal community differences,"Dieng, A.; Duponnois, R.; Ndoye, I.; Baudoin, E."
MOA25599,KP227394,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Pennisetum,glaucum,anthropogenic,Anthropogenic ecosystem,anthropogenic (pot experiment),tropical,Afrotropic,,,,,,,Africa,Senegal,Fatick,Ourour,14deg30.00'N 16deg4.00'W,,NS31,AM1,18S rDNA,Sanger,,Soil Biology and Biochemistry,2015,Cultivation of Jatropha curcas L. leads to pronounced mycorrhizal community differences,"Dieng, A.; Duponnois, R.; Ndoye, I.; Baudoin, E."
MOA25600,KP227395,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Pennisetum,glaucum,anthropogenic,Anthropogenic ecosystem,anthropogenic (pot experiment),tropical,Afrotropic,,,,,,,Africa,Senegal,Fatick,Ourour,14deg30.00'N 16deg4.00'W,,NS31,AM1,18S rDNA,Sanger,,Soil Biology and Biochemistry,2015,Cultivation of Jatropha curcas L. leads to pronounced mycorrhizal community differences,"Dieng, A.; Duponnois, R.; Ndoye, I.; Baudoin, E."
MOA25424,KT906272,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Clusiaceae,Allanblackia,stuhlmannii,forest,Tropical moist broadleaf forest,tropical forest,tropical,Afrotropic,,,,,1035,,Africa,Tanzania,Tanga,Monga,5deg5.29'S 38deg36.04'E,,AML1,AML2,18S rDNA,Sanger,,Annals of Applied Biology,2016,"Mycorrhizal associations and soil properties of native Allanblackia stuhlmannii stands in the Eastern Usambara Mountains, Tanzania","Fransson, P.; Kupiakova, K.; Strom, H.; Dahlin, A. S."
MOA25426,KT906274,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Clusiaceae,Allanblackia,stuhlmannii,forest,Tropical moist broadleaf forest,tropical forest,tropical,Afrotropic,,,,,1035,,Africa,Tanzania,Tanga,Monga,5deg5.29'S 38deg36.04'E,,AML1,AML2,18S rDNA,Sanger,,Annals of Applied Biology,2016,"Mycorrhizal associations and soil properties of native Allanblackia stuhlmannii stands in the Eastern Usambara Mountains, Tanzania","Fransson, P.; Kupiakova, K.; Strom, H.; Dahlin, A. S."
MOA43305,KU668993,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Berruti16 OTU17,,,,,,,,,,anthropogenic,Anthropogenic ecosystem,experimental field,temperate,Palearctic,,,,,,,Europe,Italy,Piedmont,Carmagnola,44deg50.34'N 7deg48.05'E,,AMADF,AMADGR,18S rDNA,454 sequencing,GS-FLX Titanium,Symbiosis,2017,AMF components from a microbial inoculum fail to colonize roots and lack soil persistence in an arable maize field,"Berruti, A.; Lumini, E.; Bianciotto, V."
MOA43320,KU669008,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Berruti16 OTU32,,,,,,,,,,anthropogenic,Anthropogenic ecosystem,experimental field,temperate,Palearctic,,,,,,,Europe,Italy,Piedmont,Carmagnola,44deg50.34'N 7deg48.05'E,,AMADF,AMADGR,18S rDNA,454 sequencing,GS-FLX Titanium,Symbiosis,2017,AMF components from a microbial inoculum fail to colonize roots and lack soil persistence in an arable maize field,"Berruti, A.; Lumini, E.; Bianciotto, V."
MOA43100,KX879059,Glomeromycetes,Diversisporales,Gigasporaceae,Cetraspora,pellucida,,other,field spores,,,,,,,,,,temperate,Palearctic,,,,,,,Asia,South Korea,North Chungcheong Province,Jecheon,37deg4.05'N 128deg12.50'E,,AML1,AML2,18S rDNA,Sanger,,Mycobiology,2016,Community structures of arbuscular mycorrhizal fungi in soils and plant roots inhabiting abandoned mines of Korea,"Park, H.; Lee, E. H.; Ka, K. H.; Eom, A. H."
MOA43103,KX879062,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,margarita,,other,field spores,,,,,,,,,,temperate,Palearctic,,,,,,,Asia,South Korea,North Chungcheong Province,Jecheon,37deg4.05'N 128deg12.50'E,,AML1,AML2,18S rDNA,Sanger,,Mycobiology,2016,Community structures of arbuscular mycorrhizal fungi in soils and plant roots inhabiting abandoned mines of Korea,"Park, H.; Lee, E. H.; Ka, K. H.; Eom, A. H."
MOA26461,KY362434,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,ovalis,,cultured spores,,,,,,,,shrubland,Tropical shrubland,ultramafic maquis,tropical,Australasia,5.9,42.1 g kg-1 (total C),"3 mg kg-1 (available P, Mehlich)",2.2 g kg-1 (total N),34-206,900-4000,Oceania,New Caledonia,South Province,Plum,22deg16.00'S 166deg38.00'E,,SSUmCf,LSUmBr,18S rDNA+ITS+28S rDNA,Sanger,,Mycological Progress,2018,Four new species of arbuscular mycorrhizal fungi (Glomeromycota) associated with endemic plants from ultramafic soils of New Caledonia,"Crossay, T.; Cilia, A.; Cavaloc, Y.; Amir, H.; Redecker, D."
MOA26462,KY362435,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,ovalis,,cultured spores,,,,,,,,shrubland,Tropical shrubland,ultramafic maquis,tropical,Australasia,5.9,42.1 g kg-1 (total C),"3 mg kg-1 (available P, Mehlich)",2.2 g kg-1 (total N),34-206,900-4000,Oceania,New Caledonia,South Province,Plum,22deg16.00'S 166deg38.00'E,,SSUmCf,LSUmBr,18S rDNA+ITS+28S rDNA,Sanger,,Mycological Progress,2018,Four new species of arbuscular mycorrhizal fungi (Glomeromycota) associated with endemic plants from ultramafic soils of New Caledonia,"Crossay, T.; Cilia, A.; Cavaloc, Y.; Amir, H.; Redecker, D."
MOA08820,LN615311,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,plant roots,,Magnoliidae,Asteranae,Lamiales,Acanthaceae,Barleria,sp.,forest,Subtropical dry broadleaf forest,broadleaf forest,subtropical,Indo-Malay,5.5,1.9%,4 mg/kg,0.1%,449,,Asia,India,Chhattisgarh,Achanakmar 1,22deg22.28'N 81deg54.08'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA09103,LN615594,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Dichanthium,annulatum,forest,Subtropical dry broadleaf forest,broadleaf forest,subtropical,Indo-Malay,5.6,1.9%,4 mg/kg,0.1%,492,,Asia,India,Chhattisgarh,Achanakmar 2,22deg22.38'N 81deg53.57'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA09148,LN615639,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00052,plant roots,,Magnoliidae,Lilianae,Asparagales,Asparagaceae,Lomandra,multiflora subsp. dura,forest,Subtropical dry broadleaf forest,dry subtropical eucalyptus forest,subtropical,Australasia,4.5,,16 mg/kg,,257,,Oceania,Australia,South Australia,Mount Lofty Ranges 1,35deg7.03'S 138deg39.53'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA09906,LN616397,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,plant roots,,Magnoliidae,Rosanae,Myrtales,Combretaceae,Combretum,micranthum,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.1,0.8%,14 mg/kg,0.06%,26,,Africa,Senegal,Thies,Bandia 1,14deg34.41'N 17deg1.02'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA09934,LN616425,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,plant roots,,Magnoliidae,Rosanae,Myrtales,Combretaceae,Combretum,micranthum,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.1,0.8%,14 mg/kg,0.06%,26,,Africa,Senegal,Thies,Bandia 1,14deg34.41'N 17deg1.02'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA09943,LN616434,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Echinochloa,colona,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.1,0.8%,14 mg/kg,0.06%,26,,Africa,Senegal,Thies,Bandia 1,14deg34.41'N 17deg1.02'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA09980,LN616471,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Senna,obtusifolia,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.1,0.8%,14 mg/kg,0.06%,26,,Africa,Senegal,Thies,Bandia 1,14deg34.41'N 17deg1.02'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10005,LN616496,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Senna,obtusifolia,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.1,0.8%,14 mg/kg,0.06%,26,,Africa,Senegal,Thies,Bandia 1,14deg34.41'N 17deg1.02'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10011,LN616502,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00318,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Senna,obtusifolia,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.1,0.8%,14 mg/kg,0.06%,26,,Africa,Senegal,Thies,Bandia 1,14deg34.41'N 17deg1.02'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10045,LN616536,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00052,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Echinochloa,colona,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.4,0.8%,25 mg/kg,0.07%,23,,Africa,Senegal,Thies,Bandia 2,14deg34.56'N 17deg0.58'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10064,LN616555,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Echinochloa,colona,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.4,0.8%,25 mg/kg,0.07%,23,,Africa,Senegal,Thies,Bandia 2,14deg34.56'N 17deg0.58'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10098,LN616589,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Enteropogon,prieurii,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.4,0.8%,25 mg/kg,0.07%,23,,Africa,Senegal,Thies,Bandia 2,14deg34.56'N 17deg0.58'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10112,LN616603,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,sp.,VTX00039,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Prosopis,juliflora,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.4,0.8%,25 mg/kg,0.07%,23,,Africa,Senegal,Thies,Bandia 2,14deg34.56'N 17deg0.58'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10113,LN616604,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00052,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Prosopis,juliflora,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.4,0.8%,25 mg/kg,0.07%,23,,Africa,Senegal,Thies,Bandia 2,14deg34.56'N 17deg0.58'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10143,LN616634,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00255,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Prosopis,juliflora,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.4,0.8%,25 mg/kg,0.07%,23,,Africa,Senegal,Thies,Bandia 2,14deg34.56'N 17deg0.58'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10147,LN616638,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00318,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Prosopis,juliflora,grassland,Tropical grasslands & savannas,savannah,tropical,Afrotropic,6.4,0.8%,25 mg/kg,0.07%,23,,Africa,Senegal,Thies,Bandia 2,14deg34.56'N 17deg0.58'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10171,LN616662,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00049,plant roots,,Magnoliidae,Lilianae,Asparagales,Asparagaceae,Polygonatum,glaberrimum,forest,Temperate broadleaf & mixed forest,beech forest,temperate,Palearctic,4.2,7.9%,6 mg/kg,0.6%,1100,,Asia,Georgia,Imereti,Borjomi-Kharagauli 1,41deg56.00'N 43deg25.24'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10250,LN616741,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00049,plant roots,,Magnoliidae,Asteranae,Apiales,Araliaceae,Hedera,colchica,forest,Temperate broadleaf & mixed forest,beech forest,temperate,Palearctic,4.8,0.14,18 mg/kg,1%,1400,,Asia,Georgia,Imereti,Borjomi-Kharagauli 2,41deg56.27'N 43deg25.09'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10251,LN616742,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00052,plant roots,,Magnoliidae,Asteranae,Apiales,Araliaceae,Hedera,colchica,forest,Temperate broadleaf & mixed forest,beech forest,temperate,Palearctic,4.8,0.14,18 mg/kg,1%,1400,,Asia,Georgia,Imereti,Borjomi-Kharagauli 2,41deg56.27'N 43deg25.09'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10336,LN616827,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00049,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Sporobolus,fimbriatus,grassland,Tropical grasslands & savannas,natural grassland,tropical,Afrotropic,6.8,,85 mg/kg,0.34 %,1173,,Africa,Tanzania,Shinyanga,Serengeti 1,2deg40.53'S 35deg7.15'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA10434,LN616925,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,sp.,VTX00049,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Agropyron,cristatum,grassland,Temperate natural grassland,natural grassland,temperate,Palearctic,,,,,1630,,Asia,Mongolia,Ulaanbaatar,Bogd Uul 1,47deg45.28'N 107deg7.56'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
