MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA18934,LN907035,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18935,LN907036,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18936,LN907037,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Angsjon,56deg20.56'N 15deg11.01'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18937,LN907038,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Angsjon,56deg20.56'N 15deg11.01'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18938,LN907039,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18939,LN907040,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18940,LN907041,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18941,LN907042,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Kronoberg County,Asnen,56deg38.32'N 14deg40.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18942,LN907043,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18943,LN907044,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Stora Skorjesjon,56deg20.32'N 15deg7.35'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18944,LN907045,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18945,LN907046,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00030,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18968,LN907069,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00102,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA18969,LN907070,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00102,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Lobelia,dortmanna,successional,Other wetlands,lake,temperate,Palearctic,,,,,,,Europe,Sweden,Blekinge County,Sannen,56deg19.21'N 15deg21.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,AM fungal communities inhabiting the roots of submerged aquatic plant Lobelia dortmanna are diverse and include a high proportion of novel taxa,"Moora, M.; Opik, M.; Davison, J.; Jairus, T.; Vasar, M.; Zobel, M.; Eckstein, R. L."
MOA26923,LN907256,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Zheng16 OTU29,,soil,,,,,,,,anthropogenic,Anthropogenic ecosystem,experimental field,temperate,Palearctic,,,,,3250,580,Asia,China,Qinghai Province,HAMERS,37deg36.00'N 101deg12.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Microbial Ecology,2016,Plant identity exerts stronger effect than fertilization on soil arbuscular mycorrhizal fungi in a sown pasture,"Zheng, Y.; Chen, L.; Luo, C.-Y.; Zhang, Z.-H.; Wang, S.-P.; Guo, L.-D."
MOA26929,LN907263,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Zheng16 OTU36,,soil,,,,,,,,anthropogenic,Anthropogenic ecosystem,experimental field,temperate,Palearctic,,,,,3250,580,Asia,China,Qinghai Province,HAMERS,37deg36.00'N 101deg12.00'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Microbial Ecology,2016,Plant identity exerts stronger effect than fertilization on soil arbuscular mycorrhizal fungi in a sown pasture,"Zheng, Y.; Chen, L.; Luo, C.-Y.; Zhang, Z.-H.; Wang, S.-P.; Guo, L.-D."
MOA25490,LT158722,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Hernandez-Hernandez17 Aca1,,soil,,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.6,5.2 g/kg (Organic C),3 ug/g,0.38 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA25492,LT158724,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Hernandez-Hernandez17 Aca2,,soil,,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.6,5.2 g/kg (Organic C),3 ug/g,0.38 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA24939,LT216621,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00227,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24940,LT216622,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00227,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24972,LT216623,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00024,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24973,LT216624,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00024,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25096,LT216625,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25097,LT216626,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25365,LT216627,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00047,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25366,LT216628,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00047,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),198,1250,Asia,Thailand,Baan Don Chang,16A,16deg21.29'N 102deg45.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24941,LT216687,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00227,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24942,LT216688,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00227,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24955,LT216689,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00228,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24974,LT216690,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00024,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24975,LT216691,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00024,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25098,LT216692,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25099,LT216693,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00028,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24976,LT216764,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00024,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),196,1250,Asia,Thailand,Baan Don Chang,16C,16deg21.41'N 102deg45.29'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24977,LT216765,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00024,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),196,1250,Asia,Thailand,Baan Don Chang,16C,16deg21.41'N 102deg45.29'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24943,LT216805,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00227,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),190,1250,Asia,Thailand,Baan Don Chang,3A,16deg21.35'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24944,LT216806,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,sp.,VTX00227,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),190,1250,Asia,Thailand,Baan Don Chang,3A,16deg21.35'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
