MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA35661,LT723564,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00306,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,5.5,4.1,11,0.268,22.5,746,Europe,Estonia,Parnu County,Nedrema,58deg32.33'N 24deg4.30'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35665,LT723568,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,5.5,4.1,11,0.268,22.5,746,Europe,Estonia,Parnu County,Nedrema,58deg32.33'N 24deg4.30'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35666,LT723569,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,5.5,4.1,11,0.268,22.5,746,Europe,Estonia,Parnu County,Nedrema,58deg32.33'N 24deg4.30'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35715,LT723618,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00061,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,6.9,4.97,19,0.344,11.5,585,Europe,Estonia,Saare County,Tagamoisa,58deg27.40'N 21deg59.58'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35716,LT723619,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00061,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,6.9,4.97,19,0.344,11.5,585,Europe,Estonia,Saare County,Tagamoisa,58deg27.40'N 21deg59.58'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35748,LT723651,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00263,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,6.9,4.97,19,0.344,11.5,585,Europe,Estonia,Saare County,Tagamoisa,58deg27.40'N 21deg59.58'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35755,LT723658,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00306,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,6.9,4.97,19,0.344,11.5,585,Europe,Estonia,Saare County,Tagamoisa,58deg27.40'N 21deg59.58'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35756,LT723659,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00306,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,6.9,4.97,19,0.344,11.5,585,Europe,Estonia,Saare County,Tagamoisa,58deg27.40'N 21deg59.58'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35763,LT723666,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,6.9,4.97,19,0.344,11.5,585,Europe,Estonia,Saare County,Tagamoisa,58deg27.40'N 21deg59.58'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35764,LT723667,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,grassland,,wooded meadow,temperate,Palearctic,6.9,4.97,19,0.344,11.5,585,Europe,Estonia,Saare County,Tagamoisa,58deg27.40'N 21deg59.58'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35894,LT723797,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00356,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Prunella,vulgaris,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35895,LT723798,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00356,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Prunella,vulgaris,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35908,LT723811,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00054,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35909,LT723812,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00054,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35914,LT723817,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00060,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35915,LT723818,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00060,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35916,LT723819,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00061,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35917,LT723820,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00061,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35964,LT723867,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00263,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35969,LT723872,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00306,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35970,LT723873,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00306,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35975,LT723878,Glomeromycetes,Diversisporales,Diversisporaceae,Entrophospora,sp.,VTX00346,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35976,LT723879,Glomeromycetes,Diversisporales,Diversisporaceae,Entrophospora,sp.,VTX00346,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35977,LT723880,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00347,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35978,LT723881,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00347,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35979,LT723882,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00356,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35980,LT723883,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00356,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35983,LT723886,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA35984,LT723887,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,successional,Azonal & successional,clearcut,temperate,Palearctic,6.9,4.63,21,0.304,82,693,Europe,Estonia,Järva County,Vahukyla,58deg58.19'N 26deg7.31'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36054,LT723957,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00061,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,4.8,3.42,22,0.212,96.5,693,Europe,Estonia,Järva County,Koeru,58deg58.34'N 26deg2.42'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36055,LT723958,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00061,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,4.8,3.42,22,0.212,96.5,693,Europe,Estonia,Järva County,Koeru,58deg58.34'N 26deg2.42'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36093,LT723996,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,4.8,3.42,22,0.212,96.5,693,Europe,Estonia,Järva County,Koeru,58deg58.34'N 26deg2.42'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36097,LT724000,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00054,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Prunella,vulgaris,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36098,LT724001,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00054,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Prunella,vulgaris,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36143,LT724046,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Prunella,vulgaris,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36158,LT724061,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00054,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36208,LT724111,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00306,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36209,LT724112,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00306,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36210,LT724113,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA36211,LT724114,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00380,soil,,,,,,,,forest,Temperate broadleaf & mixed forest,boreonemoral mixed forestÃÂ ,temperate,Palearctic,5,2.42,52,0.134,57.5,680,Europe,Estonia,Tartu County,Vapramae,58deg15.05'N 26deg27.37'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2018,Effects of land use on arbuscular mycorrhizal fungal communities in Estonia,"Sepp, S.-K.; Jairus, T.; Vasar, M.; Zobel, M.; Opik, M."
MOA28536,LT829469,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00060,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Campanula,jacobaea,shrubland,Tropical shrubland,arid montane shrubland,tropical,Afrotropic,5.2,0.73%,58 mg kg-1,0.056%,846,,Africa,Cape Verde,Santiago,Santiago,15deg10.49'N 23deg41.27'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,The ISME Journal,2018,Microbial island biogeography: isolation shapes the life history characteristics but not diversity of root-symbiotic fungal communities,"Davison, J.; Moora, M.; Opik, M.; Ainsaar, L.; Ducousso, M.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Jourand, P.; Kalamees, R.; Koorem, K.; Meyer, J-Y; Pussa, K.; Reier, U.; Partel, M.; Semchenko, M.; Traveset, A.; Vasar, M.; Zobel, M."
MOA28537,LT829470,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00060,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Campanula,jacobaea,shrubland,Tropical shrubland,arid montane shrubland,tropical,Afrotropic,5.2,0.73%,58 mg kg-1,0.056%,846,,Africa,Cape Verde,Santiago,Santiago,15deg10.49'N 23deg41.27'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,The ISME Journal,2018,Microbial island biogeography: isolation shapes the life history characteristics but not diversity of root-symbiotic fungal communities,"Davison, J.; Moora, M.; Opik, M.; Ainsaar, L.; Ducousso, M.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Jourand, P.; Kalamees, R.; Koorem, K.; Meyer, J-Y; Pussa, K.; Reier, U.; Partel, M.; Semchenko, M.; Traveset, A.; Vasar, M.; Zobel, M."
MOA28585,LT829518,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00353,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Campanula,jacobaea,shrubland,Tropical shrubland,arid montane shrubland,tropical,Afrotropic,5.2,0.73%,58 mg kg-1,0.056%,846,,Africa,Cape Verde,Santiago,Santiago,15deg10.49'N 23deg41.27'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,The ISME Journal,2018,Microbial island biogeography: isolation shapes the life history characteristics but not diversity of root-symbiotic fungal communities,"Davison, J.; Moora, M.; Opik, M.; Ainsaar, L.; Ducousso, M.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Jourand, P.; Kalamees, R.; Koorem, K.; Meyer, J-Y; Pussa, K.; Reier, U.; Partel, M.; Semchenko, M.; Traveset, A.; Vasar, M.; Zobel, M."
MOA28586,LT829519,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00353,plant roots,,Magnoliidae,Asteranae,Asterales,Campanulaceae,Campanula,jacobaea,shrubland,Tropical shrubland,arid montane shrubland,tropical,Afrotropic,5.2,0.73%,58 mg kg-1,0.056%,846,,Africa,Cape Verde,Santiago,Santiago,15deg10.49'N 23deg41.27'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,The ISME Journal,2018,Microbial island biogeography: isolation shapes the life history characteristics but not diversity of root-symbiotic fungal communities,"Davison, J.; Moora, M.; Opik, M.; Ainsaar, L.; Ducousso, M.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Jourand, P.; Kalamees, R.; Koorem, K.; Meyer, J-Y; Pussa, K.; Reier, U.; Partel, M.; Semchenko, M.; Traveset, A.; Vasar, M.; Zobel, M."
MOA29328,LT829534,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00060,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Lotus,jacobaeus,shrubland,Tropical shrubland,arid montane shrubland,tropical,Afrotropic,5.2,0.73%,58 mg kg-1,0.056%,846,,Africa,Cape Verde,Santiago,Santiago,15deg10.49'N 23deg41.27'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,The ISME Journal,2018,Microbial island biogeography: isolation shapes the life history characteristics but not diversity of root-symbiotic fungal communities,"Davison, J.; Moora, M.; Opik, M.; Ainsaar, L.; Ducousso, M.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Jourand, P.; Kalamees, R.; Koorem, K.; Meyer, J-Y; Pussa, K.; Reier, U.; Partel, M.; Semchenko, M.; Traveset, A.; Vasar, M.; Zobel, M."
MOA29329,LT829535,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,sp.,VTX00060,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Lotus,jacobaeus,shrubland,Tropical shrubland,arid montane shrubland,tropical,Afrotropic,5.2,0.73%,58 mg kg-1,0.056%,846,,Africa,Cape Verde,Santiago,Santiago,15deg10.49'N 23deg41.27'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,The ISME Journal,2018,Microbial island biogeography: isolation shapes the life history characteristics but not diversity of root-symbiotic fungal communities,"Davison, J.; Moora, M.; Opik, M.; Ainsaar, L.; Ducousso, M.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Jourand, P.; Kalamees, R.; Koorem, K.; Meyer, J-Y; Pussa, K.; Reier, U.; Partel, M.; Semchenko, M.; Traveset, A.; Vasar, M.; Zobel, M."
